l,Dl_Planck,Dl_H73_Tension,Dl_TRXT_Fixed
109,5707252.3202477,5818344.69761511,5708260.177208089
110,5876031.882638074,5990674.428309565,5877010.579141924
111,6048393.609162222,6166643.435737109,6049353.384736281
112,6224384.143366613,6346297.376245997,6225310.960485699
113,6404034.770787491,6529666.611011566,6404918.066345155
114,6587375.886880053,6716780.543634697,6588216.522821268
115,6774436.971068185,6907667.593103024,6775236.0359177925
116,6965262.6063875435,7102371.2123479005,6966005.379914966
117,7159881.192210734,7300918.5998858,7160554.864391385
118,7358303.546817915,7503319.301307353,7358924.9923719345
119,7560572.122444772,7709614.423245881,7561140.361635925
120,7766712.293832114,7919827.92084941,7767213.75487201
121,7976748.377791011,8133982.6162700495,7977184.068053055
122,8190685.866172342,8352082.430559275,8191074.796376332
123,8408564.04105476,8574164.997782992,8408907.290739743
124,8630403.882011471,8800249.571216501,8630686.861920666
125,8856206.585873649,9030335.5420369,8856450.056782713
126,9086008.806542585,9264457.678064901,9086215.612967184
127,9319808.733054727,9502612.200759701,9319983.170049815
128,9557621.624985835,9744812.319553075,9557787.361858027
129,9799481.287915794,9991089.706243837,9799623.226944394
130,10045381.182790738,10241435.60328895,10045503.708735686
131,10295312.86361391,10495838.989900352,10295459.577307679
132,10549330.225346446,10754349.984264996,10549483.835459074
133,10807404.87027913,11016935.961742554,10807565.82625717
134,11069568.875855062,11283624.582090423,11069750.475459214
135,11335810.982901298,11554399.974739723,11336013.0507338
136,11606161.493672155,11829287.633880628,11606374.476518707
137,11880606.05928379,12108268.202936448,11880824.463179538
138,12159150.453457199,12391342.245343318,12159382.419451632
139,12441776.157637544,12678485.826703135,12442036.261247126
140,12728532.035967274,12969742.186787162,12728783.182324972
141,13019373.593366934,13265060.994643852,13019604.265449695
142,13314300.32837686,13564435.698464094,13314528.39123627
143,13613334.701233154,13867882.490677051,13613526.669435866
144,13916425.073316427,14175343.244415024,13916582.3492557
145,14223590.737768753,14486830.541142792,14223705.631522823
146,14534749.414411604,14802255.162584009,14534859.379670093
147,14849890.349668762,15121599.187648892,14850035.811994702
148,15168975.189667316,15444816.862536095,15169177.941826846
149,15491962.6216881,15771859.23918039,15492245.490869034
150,15818808.330106722,16102674.128187314,15819202.795875357
151,16149437.078296231,16437178.684107607,16150002.862811657
152,16483876.045714974,16775394.312313216,16484595.576917239
153,16822069.079010453,17117259.493029807,16822911.241109546
154,17164013.07523722,17462765.671083033,17164929.235017866
155,17509675.8380841,17811875.111751374,17510623.575604014
156,17859081.100768883,18164605.92328404,17859962.953446303
157,18212136.25163163,18520859.782115377,18212923.359272122
158,18568862.491127152,18880652.08947666,18569496.63682536
159,18929191.7430399,19243908.882228717,18929642.13650955
160,19293082.822823178,19610583.00081777,19293318.416822385
161,19660430.7863257,19980563.43761776,19660498.66255346
162,20031187.950090516,20353796.356844563,20031122.28341585
163,20405304.46585368,20730225.66866973,20405114.99132153
164,20782664.312576395,21109729.02086799,20782391.665209897
165,21163243.28114735,21492275.783135414,21162898.440283734
166,21546950.917654976,21877768.989978295,21546554.41189483
167,21933726.08237229,22266140.899315916,21933273.36390717
168,22323505.321298607,22657321.363641452,22323001.55367075
169,22716222.841778237,23051237.805261753,22715653.524755333
170,23111810.488053005,23447815.191472825,23111161.858342297
171,23510162.944152784,23846941.237075564,23509456.79918444
172,23911276.392974067,24248605.063081928,23910466.231999584
173,24315005.485437695,24652654.16550285,24314106.10033709
174,24721271.13316978,25059002.207661938,24720292.170399856
175,25130028.16072314,25467596.67205259,25128979.38866154
176,25541157.53680108,25878311.242860116,25540032.69674536
177,25954575.986418497,26291055.88653078,25953374.256096616
178,26370160.821665023,26705701.25159032,26368938.077974238
179,26787861.4304513,27122190.00937905,26786606.335393857
180,27207587.93237146,27540425.510148197,27206284.08877727
181,27629209.039725516,27960269.644318514,27627854.545252208
182,28052668.011926338,28381658.797125895,28051256.20687419
183,28477867.509012997,28804488.702375364,28476389.284286316
184,28904667.41701396,29228612.268046886,28903125.111968827
185,29333004.682351455,29653959.410943635,29331397.80215085
186,29762733.177890282,30080376.922986194,29761101.98782081
187,30193785.53581326,30507790.30433394,30192096.67515356
188,30626051.522128243,30936082.13813858,30624310.201056905
189,31059375.80272437,31365089.85684693,31057593.09366119
190,31493684.386445396,31794732.185520284,31491872.03008026
191,31928859.02716089,32224883.54415075,31926981.23728401
192,32364734.95433323,32655371.778472167,32362807.62505266
193,32801187.10038462,33086064.387569003,32799271.726619426
194,33238177.072366204,33516915.495785207,33236250.770627044
195,33675531.81005131,33947744.51105428,33673577.00669401
196,34113164.90535231,34378457.44454975,34111118.17644775
197,34550988.983405985,34808959.29200035,34548823.42956304
198,34988915.70326412,35239154.03460623,34986526.244290516
199,35426714.59695867,35668803.4783252,35424125.62609229
200,35864386.19114997,36097900.3757368,35861528.23227523
201,36301741.38575145,36526248.67951755,36298639.737467274
202,36738633.07174686,36953697.85400593,36735246.9294003
203,37174812.790849335,37379997.03414382,37171304.68516598
204,37610222.94673239,37805086.382121295,37606654.30339041
205,38044557.087558374,38228657.372675866,38041138.75144722
206,38477751.89118006,38650644.78105788,38474532.73318182
207,38909592.080478676,39070831.60112556,38906733.44726924
208,39339908.650572695,39489047.275303915,39337498.70493868
209,39768788.85013191,39905377.678641506,39766700.42404921
210,40196012.327194445,40319601.267363645,40194167.49886114
211,40621512.220027275,40731650.1724617,40619718.44004632
212,41045275.85746093,41141510.902750164,41043357.696601935
213,41467185.632281415,41549065.22097397,41464968.183278054
214,41887177.17636313,41954248.32165075,41884430.17825947
215,42305132.09514802,42356941.568252996,42301710.7305196
216,42720820.023644,42756914.55190386,42716732.99179839
217,43134117.20803862,43154043.6756829,43129412.15028455
218,43544898.72720742,43548204.37882149,43539653.5263227
219,43952981.53245142,43939214.17912299,43947278.084857
220,44358179.328915626,44326887.557060115,44352116.97360326
221,44760418.56086416,44711151.94372549,44754048.0721057
222,45159450.99373623,45091760.30556029,45152919.36167815
223,45555200.166522846,45468637.599401556,45548549.82015121
224,45947590.532641694,45841709.91602608,45940810.69146128
225,46336487.366575316,46210844.38945678,46329550.337801866
226,46721694.116394125,46575846.5521538,46714602.00526454
227,47103133.28767348,46936641.22159991,47095892.30552226
228,47480666.62729778,47293092.68677432,47473324.25619659
229,47854216.97937744,47645126.56674093,47846742.805233076
230,48223582.56463981,47992544.09271317,48216001.758912325
231,48588684.98074467,48335270.111046195,48581005.18660047
232,48949446.84811738,48673230.73175072,48941640.75840168
233,49305662.91538386,49006224.43661254,49297794.24696253
234,49657189.58710773,49334111.60961923,49649308.82806217
235,50004013.24620993,49656882.86207448,49996110.89359664
236,50345859.077206664,49974267.8585364,50338091.84589484
237,50682780.08338052,50286324.33669512,50675069.79611218
238,51014565.864412874,50592846.88771817,51006939.71586138
239,51341138.27006895,50893762.61265516,51333631.69491231
240,51662351.904693745,51188931.629660316,51654950.64856711
241,51978060.25194674,51478213.20146101,51970900.71783575
242,52288254.72107375,51761604.78437052,52281304.12840509
243,52592789.99705336,52038967.38118289,52586077.89769806
244,52891519.66743235,52310161.17076386,52885084.24063695
245,53184438.729742356,52575188.01823039,53178203.3222792
246,53471473.89681114,52833981.78303168,53465416.36607025
247,53752408.301090114,53086333.026053496,53746586.50055201
248,54027313.69283226,53332321.210579395,54021588.380468175
249,54295973.42431722,53571737.6893054,54290419.0068723
250,54558390.00258988,53804593.259874046,54553005.50876761
251,54814345.462598756,54030678.597828545,54809152.76124403
252,55063769.90115451,54249932.96805572,55058932.61581426
253,55306518.99401638,54462221.580047846,55302140.991812974
254,55542600.56285,54667562.101671726,55538734.395899996
255,55771717.53492879,54865667.62179631,55768530.62376045
256,55993878.14662227,55056556.856709935,55991499.91574542
257,56209016.09273678,55240174.30239232,56207510.44742929
258,56417145.52259276,55416545.23352477,56416575.32757003
259,56618204.89638984,55585619.56278911,56618425.668724835
260,56812294.640155636,55747509.49875085,56813061.416409746
261,56999279.11209769,55902091.51514512,57000433.56412714
262,57179266.16673262,56049485.917939246,57180559.351688825
263,57352206.04753973,56189655.74091837,57353397.66075471
264,57518050.63486251,56322565.99651705,57519038.31659789
265,57676670.129924394,56448100.36276292,57677393.24748155
266,57828017.86433596,56566225.99570891,57828542.01541747
267,57972133.454795174,56676996.68705542,57972475.66549615
268,58108890.299240515,56780300.36322176,58109159.326547615
269,58238160.996880256,56876024.50829031,58238495.4161655
270,58359903.85263237,56964142.67135687,58360432.86224086
271,58474253.22645161,57044804.818764426,58475003.652430445
272,58580999.2486089,57117817.05228505,58582140.064674005
273,58680370.897305116,57183424.68963177,58681731.50232981
274,58772161.339389406,57241437.60807125,58773726.97427431
275,58856429.635852665,57291931.952807516,58858219.936986774
276,58933329.73490235,57335079.13294341,58935130.369525425
277,59002749.629945785,57370784.9823472,59004550.82203809
278,59064668.36392774,57399046.766870566,59066448.69661697
279,59119159.328053355,57419956.48594953,59120800.0158733
280,59166300.5760258,57433611.18971789,59167736.36641134
281,59205987.502780914,57439925.6606168,59207272.27296124
282,59238303.62983755,57439003.201619044,59239366.584084705
283,59263337.25667515,57430952.29048085,59264068.37715855
284,59280990.12487585,57415695.24675909,59281470.74178296
285,59291356.191126235,57393347.00768978,59291575.27320482
286,59294437.26431215,57363930.76816245,59294392.03820936
287,59290432.82313598,57327667.801220246,59290025.06457398
288,59279254.84193308,57284492.286763884,59278494.28870448
289,59260913.952957176,57234437.47672984,59259809.825085625
290,59235622.64687057,57177738.898479834,59234044.92247067
291,59203400.34270744,57114439.42767061,59201304.91205437
292,59164167.704798125,57044483.60809317,59161692.3600697
293,59118048.729763314,56968019.74159112,59115180.56305394
294,59065172.62451155,56885201.768992186,59061876.62863262
295,59005467.38467543,56795982.851490065,59001944.3850278
296,58939068.58249992,56700524.16148964,58935392.96798331
297,58865907.842053905,56598783.36078839,58862232.85356321
298,58786232.54869464,56491034.313024156,58782611.57456152
299,58700086.21112769,56377347.448732026,58696622.92331261
300,58607514.954730846,56257796.26168032,58604277.07479083
301,58508674.86673654,56132561.9603388,58505680.767246
302,58403726.95438566,56001820.19550385,58400867.60534609
303,58292728.72148519,55865640.47767549,58290061.8003655
304,58175850.00469657,55724204.67394209,58173333.23088821
305,58053266.261651844,55577700.29562711,58050774.55909772
306,57924936.489318624,55426098.41620079,57922563.03818745
307,57791154.95881173,55269705.40565467,57788854.76433654
308,57651999.547978036,55108611.26266544,57649733.89983699
309,57507551.00099641,54942908.873789355,57505380.02042958
310,57357778.96816842,54772580.05286266,57355954.11935491
311,57203111.93485871,54598065.469566554,57201458.5970639
312,57043412.88154023,54419240.309111044,57042178.39095412
313,56879006.6258923,54236441.61398532,56878202.190429725
314,56709993.022098795,54049781.48292053,56709616.529159226
315,56536357.26244459,53859257.37216294,56536416.01042763
316,56358439.87862855,53665222.0964743,56359027.86059985
317,56176352.08786105,53467799.17492669,56177335.6372819
318,55990328.13326152,53267235.17100596,55991688.31670628
319,55800367.02054442,53063541.429011196,55802178.73343026
320,55606589.32018678,52856850.87594226,55608804.9727228
321,55409485.36022236,52647666.21401886,55411906.20124513
322,55208820.00908822,52435764.70325607,55211612.56273787
323,55005094.563419126,52221660.04899036,55008159.765509315
324,54798200.27032468,52005255.92388933,54801575.61248894
325,54588526.54978703,51786954.1900825,54591980.193120286
326,54376094.16661218,51566788.0708441,54379829.460753866
327,54161177.7221511,51345044.64204343,54164991.430729344
328,53943930.667480215,51121889.84505078,53947870.800645344
329,53724509.816346884,50897492.999403745,53728466.00735144
330,53503204.50462431,50672155.96197661,53507087.965042286
331,53280050.76287672,50445927.299253635,53283837.70032482
332,53055346.334831305,50219117.30550076,53058946.27463697
333,52829132.577046946,49991779.90212543,52832603.28883239
334,52601715.73922913,49764233.91767323,52604974.45524529
335,52373408.734441996,49536804.85771115,52376323.359519295
336,52144263.44685644,49309557.21223633,52146765.449052565
337,51914466.80950922,49082690.53308443,51916531.65725671
338,51684209.33495265,48856407.964217044,51685751.90273388
339,51453821.406565,48631052.53265785,51454655.96348829
340,51223503.18062442,48406837.0501805,51223561.726294264
341,50993320.60333968,48183840.129941285,50992623.68992329
342,50763478.76483268,47962279.54005173,50761988.79553473
343,50534186.45915829,47742376.76317701,50531855.46882424
344,50305515.89976246,47524216.711561464,50302505.41959393
345,50077680.91936078,47308025.92646374,50074201.883036144
346,49850899.119114384,47094034.72687924,49847079.96774401
347,49625249.13063889,46882334.47108607,49621291.698600605
348,49400953.704208575,46673160.64437772,49397053.20228259
349,49178383.83854979,46466896.98837704,49174513.48836977
350,48957627.22489787,46263643.94460694,48953825.18590053
351,48739064.35115769,46063791.64475071,48735212.90602762
352,48522936.33583488,45867578.261940144,48518839.941992596
353,48309340.600557975,45675094.773278065,48304859.444072075
354,48098523.79235592,45486580.956668355,48093565.70585763
355,47890885.98539866,45302429.58902843,47885221.04785271
356,47686383.89578776,45122589.65755207,47680037.304620124
357,47485273.77040698,44947309.24503314,47478341.40786711
358,47287815.94054278,44776840.07996166,47280315.019025326
359,47094122.05516859,44611284.766287245,47086098.448361374
360,46904304.49947186,44450746.19842983,46895977.298767805
361,46718630.899356484,44295482.06227159,46710200.89919268
362,46537217.69390203,44145598.40411231,46528806.617458284
363,46360494.51430242,44001514.00611185,46352039.510761924
364,46188270.345498756,43863026.544435486,46180108.44536216
365,46021137.75780053,43730716.817396365,46013114.46175147
366,45859065.26846305,43604541.103564635,45851194.031411335
367,45702338.08723553,43484771.90385723,45694568.62333163
368,45551085.17348214,43371524.99521154,45543403.58450838
369,45405436.3139316,43264916.50489876,45397999.83500224
370,45265846.70253862,43165387.48696007,45258285.716034286
371,45132126.71981296,43072733.69812175,45124741.1803726
372,45004736.75391643,42987400.415489174,44997364.41183509
373,44883650.30217637,42909345.534667924,44876405.65752875
374,44769169.81364477,42838855.4089408,44761978.887217864
375,44661268.73952173,42775886.89631878,44654224.82838278
376,44560253.01704317,42720728.84006507,44553535.31593737
377,44466433.00257353,42673673.99843194,44459741.29935756
378,44379615.37715967,42634510.94686598,44373264.87402037
379,44300281.61000387,42603702.53813776,44294070.105094336
380,44228578.876663424,42581376.81720283,44222438.62069385
381,44164483.16520337,42567490.12401875,44158486.82973106
382,44108313.67375346,42562341.48776776,44102344.10969881
383,44060220.21052495,42566060.02353915,44054295.30613166
384,44020178.67642873,42578600.41161122,44014140.7594557
385,43988337.90302293,42600089.73205886,43982313.74536419
386,43965024.19101928,42630831.999914534,43958956.60572175
387,43950390.83773615,42670957.689268455,43944037.71017242
388,43944235.13146612,42720240.724274196,43937823.204598
389,43946885.95437173,42778986.07867085,43940456.77816709
390,43958496.43573346,42847322.425644666,43951913.910089254
391,43979220.558798194,42925378.74127572,43972297.115993544
392,44008848.891498074,43012920.031838164,44001879.394862875
393,44047897.6726197,43110436.41653188,44040817.487803675
394,44096155.43671717,43217689.74893749,44088953.289256796
395,44153773.954459354,43334804.5538831,44146482.62377075
396,44220905.81792107,43461905.60923104,44213569.56103824
397,44297517.63648522,43598931.13825016,44290340.94534081
398,44383948.5667382,43746191.335954554,44376655.02270412
399,44480164.969810136,43903623.02285889,44472804.2205032
400,44586319.8806564,44071349.11064604,44578756.777450904
401,44702567.08576837,44249493.924874514,44694528.552416995
402,44828869.414704286,44437995.28857904,44820242.25237776
403,44965379.12001214,44636981.24016796,44955898.18357111
404,45112249.24875714,44846580.165909,45101673.82713471
405,45269244.84769263,45066532.00225832,45257641.35069911
406,45436514.80162994,45296960.07135602,45423851.77838418
407,45614208.77102393,45537988.01570511,45600426.898032375
408,45802279.91009133,45789542.513350904,45787381.817301296
409,46000480.03575632,46051348.443856254,45984761.742677584
410,46209350.873548746,46323920.1311983,46192692.856491044
411,46428241.50954822,46606578.79268081,46411097.140847065
412,46657693.238585584,46899837.38407478,46639914.36673018
413,46897649.467292964,47203610.49957954,46879266.04666298
414,47148050.45543881,47517809.11004193,47129179.86004853
415,47408629.1935343,47842136.43742157,47389490.76423136
416,47679931.91149069,48177108.46028339,47660279.27026126
417,47961483.08523035,48522218.9172215,47941540.21046001
418,48253624.35008743,48877778.217052706,48233097.16427564
419,48556077.874500155,49243476.80928291,48535217.8568037
420,48869185.77627074,49619624.59712485,48847816.98775372
421,49192664.759833016,50005905.571509056,49170731.60590905
422,49526435.34082489,50402207.032387115,49503951.889173426
423,49870838.84743006,50808836.586793944,49847647.32329222
424,50225582.21436964,51225466.93955167,50201576.839759834
425,50590579.13148013,51651977.038553506,50565860.94623044
426,50965955.03967995,52088457.06743216,50940369.87485057
427,51351187.90273289,52534349.21402272,51325242.21960173
428,51746829.64842749,52990169.10824136,51720217.93506383
429,52152132.45934695,53455132.109555885,52125284.214205205
430,52567209.40359221,53929313.934412666,52540605.969472684
431,52992174.219279416,54412790.43744291,52965902.720182195
432,53426699.02234016,54905195.315977834,53401094.40179268
433,53871114.934739016,55406820.73498888,53846160.82771354
434,54324865.04395599,55917070.28330143,54300716.42740009
435,54788277.67631889,56436232.24366862,54765092.05397537
436,55261235.399073936,56964148.59159351,55238618.71439176
437,55743617.296426944,57500657.26813356,55721370.940353684
438,56235298.94789473,58045592.155026965,56213384.9555254
439,56736380.77119376,58599011.41436802,56714347.04749305
440,57246504.98502127,59160514.44818733,57224496.25094699
441,57765536.52655144,59729922.81275906,57743279.77975473
442,58293105.242851965,60306822.40683994,58270971.417426646
443,58829298.25155862,60891255.82917768,58807415.74175754
444,59373736.02811387,61482798.46259396,59352508.96193581
445,59926265.81052211,62081251.8755933,59906056.81003572
446,60486731.12521988,62686413.34509571,60468085.93296483
447,61054971.760703705,63298075.826934256,61038207.3612596
448,61631299.36810918,63916503.55330978,61616239.717161134
449,62215313.67386578,64541248.242325775,62201786.10103368
450,62806846.29648922,65172092.91166377,62794861.195470914
451,63405966.06294453,65809063.715059556,63395083.065998524
452,64012742.358789355,66452213.09044008,64002235.75124452
453,64626515.58071797,67100871.04637855,64616120.42851764
454,65247346.30858993,67755087.86927387,65236534.09637811
455,65874804.892013066,68414423.71064323,65863669.93853962
456,66508699.78259001,69078676.92006977,66497199.63848195
457,67148835.43035197,69747641.94232683,67136869.59330271
458,67794763.71794206,70420860.75223927,67782659.23407808
459,68446028.12712759,71097867.02185959,68434614.71512003
460,69103166.52529605,71779188.90761088,69092238.48376243
461,69765214.91568518,72463852.80114645,69755407.49882999
462,70432962.30630875,73152638.1988849,70423814.66853932
463,71105433.10964951,73844560.10229142,71097196.89270595
464,71783419.9870431,74540401.86282721,71775353.18585901
465,72465935.66148841,75239166.99530149,72457910.12916856
466,73153519.13072425,75941385.39146481,73144411.83823591
467,73845684.79862778,76646562.45189843,73835042.06994742
468,74541938.37259354,77354194.98385745,74529374.74862364
469,75242298.02388544,78064292.36206014,75227527.55901149
470,75946258.58467683,78776340.7261381,75929213.74455614
471,76653306.06967182,79489817.50264037,76634491.44827227
472,77363445.51985271,80204719.2491365,77343126.59695034
473,78076151.87913007,80920512.53119594,78054975.75463107
474,78791423.5279228,81637187.45627151,78770015.26911312
475,79508991.54095611,82354466.93177556,79487754.31838384
476,80228850.92820917,83072337.90628254,80207953.89476728
477,80950457.56496939,83790248.29981558,80930370.57378337
478,81674070.35190962,84508449.16413522,81654494.93919602
479,82399680.85852015,85226924.3263645,82380046.81164181
480,83126461.75381841,85944838.81987461,83106792.79156207
481,83854942.52604553,86662714.60414314,83834426.94197927
482,84584010.3004346,87379431.38267183,84562832.26494281
483,85313915.79586557,88095232.55978172,85291837.92771947
484,86044081.65650208,88809533.57238351,86021232.25883776
485,86773921.28705192,89521740.72536747,86750755.4510545
486,87503678.2665435,90232090.60550907,87480564.52600698
487,88232757.75175574,90939981.48503008,88210381.52403224
488,88960837.69472341,91645084.53924054,88939797.42232136
489,89688157.86079362,92347632.86474076,89668853.41550295
490,90414109.19608337,93047010.84703602,90396817.53488506
491,91138644.44229382,93743164.77552366,91123718.05044225
492,91861716.19768928,94436040.90466237,91848977.83055738
493,92583276.91956829,95125585.45665605,92572197.62302232
494,93302989.82873693,95811455.52616364,93293437.24791177
495,94020513.32732132,96493303.49837624,94012156.68784249
496,94735792.41753109,97171068.4680755,94728130.08993407
497,95448186.70653507,97844104.2448374,95441453.08525863
498,96157633.80629127,98512342.75322586,96151599.47648208
499,96863776.16463733,99175420.86428556,96858516.4010653
500,97566251.30929136,99832970.6399849,97562150.96280865
501,98264691.9093283,100484624.6880424,98262423.51401308
502,98959024.53860946,101130330.97351459,98958996.39116216
503,99648875.90929778,101769743.47123528,99651544.84017992
504,100334168.64178224,102402812.6881541,100339983.34396325
505,101015127.20785104,103029791.6097046,101023692.15775281
506,101691070.71265529,103650028.48501189,101702600.97387767
507,102362221.91813761,104263775.85361439,102376310.2402469
508,103028196.71282564,104870680.01859997,103044398.82316941
509,103688605.89886595,105470382.83703212,103706597.02680346
510,104343979.48674631,106063446.01811354,104362852.03713362
511,104993310.25453523,106648894.68591622,105012829.86284357
512,105637128.79449365,107227292.42953067,105656470.57878102
513,106274728.09536965,107797965.88894552,106294006.49952069
514,106906017.00729324,108360858.22357285,106924860.4937193
515,107530904.01510525,108915912.88925122,107549202.28825618
516,108149297.22807574,109463073.63168076,108166746.59732985
517,108760787.75323425,110001967.86351037,108777141.73620117
518,109364961.40097086,110532218.37373437,109380814.9713473
519,109962036.78592134,111054081.43240887,109977041.56256874
520,110551276.09955734,111566857.56710726,110566116.286931
521,111132895.81982727,112070802.27645755,111147605.68601316
522,111706471.3474647,112565530.670376,111721329.7325861
523,112271572.65178894,113050653.11981928,112287232.6975534
524,112828739.95298646,113526750.94304046,112845259.13362594
525,113377216.94182347,113993109.62929761,113395121.7619245
526,113917547.7359251,114450315.79914686,113936450.82480471
527,114449298.9486828,114897979.27737956,114469319.04547621
528,114972361.87406114,115336035.28187163,114993324.51672524
529,115486627.23588857,115764419.17692788,115508417.07780999
530,115992317.89989802,116183399.18938445,116014430.70275939
531,116488659.22644249,116592246.76539207,116510983.82614097
532,116976206.87087011,116991564.3748635,116998294.11918606
533,117454516.45452599,117380955.18654945,117476152.35856126
534,117923137.9415341,117760017.44889535,117944618.63192411
535,118382632.68005237,118129361.53537048,118403713.02972418
536,118832210.33824976,118488246.88451698,118853231.94319174
537,119272436.0423149,118837289.14202712,119293111.68026648
538,119702855.92858654,119176085.71693872,119723462.05209614
539,120123698.6087679,119504917.2509096,120144043.64903747
540,120534160.98416302,119823033.43651056,120554790.07921304
541,120935162.39067976,120131407.16627869,120955821.93394299
542,121326245.07452197,120429635.01245713,121346746.65108484
543,121706945.50030683,120717308.53915542,121727613.98397568
544,122077845.87309931,120995065.8284241,122098452.29554254
545,122438834.41936564,121262851.76524645,122459085.21048477
546,122789445.61861764,121520258.2732209,122809720.27767536
547,123129916.90335983,121767581.01854683,123150217.3391816
548,123460134.53847851,122004765.29345511,123480483.08762118
549,123779984.1379891,122231756.53700167,123800368.69906549
550,124089350.66626744,122448500.34035245,124110382.79062936
551,124388837.59831576,122655657.68806612,124410126.99215025
552,124677614.58196926,122852440.74132153,124699506.25321366
553,124956288.9708535,123039495.94404665,124978956.19763622
554,125225114.44749089,123217116.54322684,125248330.61105673
555,125483619.6908296,123384871.2590113,125507399.98959492
556,125731693.66468899,123542689.57575975,125756375.18925884
557,125970327.08899228,123691603.21590127,125995202.38361135
558,126198682.05450888,123830815.7573323,126223827.88937351
559,126417019.80732667,123960630.42057516,126442326.34784667
560,126625234.89361088,124080984.21625832,126651111.72633445
561,126823966.78894307,124192559.57721363,126849619.50515932
562,127012368.74789557,124294553.21084847,127038439.37301065
563,127191084.4696993,124387652.76765415,127217776.97823706
564,127360391.03290719,124472179.77875406,127387243.41933514
565,127519436.11653711,124547326.8799783,127546859.32869776
566,127668873.8409089,124613793.65568157,127697519.80631056
567,127808987.76833925,124671909.64246923,127838495.56297635
568,127939302.14004712,124721245.5691858,127970072.73291773
569,128060102.21439964,124762133.69829793,128092201.76826479
570,128171293.35221525,124794526.91438858,128205553.1808723
571,128273166.56927682,124818764.27991645,128309198.76262316
572,128366017.80574833,124835190.30793431,128403949.94177003
573,128449759.10126619,124843766.14053798,128490126.30392444
574,128524302.03498504,124844452.99232452,128566951.89516614
575,128590732.4152824,124838386.84356512,128635065.93634966
576,128648187.2978518,124824755.46181929,128694810.38441749
577,128697763.84837167,124804707.26817898,128745812.38488248
578,128738992.54481584,124777824.54320446,128788336.68237841
579,128772192.01911157,124744478.27225839,128822373.94562182
580,128797685.94734041,124705045.03942934,128848213.50472616
581,128815803.06758891,124659907.04915138,128866193.36399922
582,128826476.04989453,124609050.99996005,128876331.5017877
583,128829637.14664592,124552463.73874362,128878589.72622024
584,128826025.99927641,124490940.07132328,128873874.33499642
585,128815582.30301447,124424475.43112376,128861767.83420482
586,128798245.34194279,124353065.4181821,128842983.7770118
587,128774362.04492342,124277113.85904847,128817468.99187048
588,128744693.92940858,124197439.75459431,128785395.27626945
589,128708369.8471225,124113230.0297104,128747131.45063742
590,128666568.29807991,124025721.85135436,128703051.76950257
591,128619243.19757646,123934928.39958116,128653259.26593056
592,128566348.05950391,123840863.05490302,128597740.93413952
593,128508252.43002704,123743955.83601308,128537014.70979647
594,128444913.21165144,123644224.72789718,128471349.95011437
595,128377125.40329497,123542526.42594208,128400742.248228
596,128304853.53912544,123438887.77879947,128325435.52098829
597,128228061.76063329,123333335.86446992,128246072.58918804
598,128147137.29868053,123226321.47634456,128162519.51628283
599,128062472.64671151,123118301.30038616,128075123.27852975
600,127974039.25783709,123009311.61615787,127984435.9571487
601,127882663.54891343,122900232.80800211,127890470.60918176
602,127787465.70223746,122790193.37410112,127793453.01034927
603,127690137.5406776,122680881.75856154,127693602.48097442
604,127589801.2134558,122571416.45768277,127591337.39391959
605,127486867.4380613,122462204.26182897,127487117.31112504
606,127382187.17843029,122354091.93352492,127380968.73627383
607,127275313.56800038,122246628.13038379,127273100.01834594
608,127167106.93892036,122140668.43414468,127163956.9207689
609,127057999.61277196,122036640.14117718,127053821.96709958
610,126947107.46135195,121933653.82299855,126943051.61514701
611,126836187.02407876,121833460.44336912,126831874.47316922
612,126724356.5024441,121735172.35238488,126720322.91637962
613,126612057.20629928,121639224.73235767,126609206.39004065
614,126500628.85920931,121546950.90271676,126498063.6427909
615,126388741.07787855,121457013.79893528,126387426.14025903
616,126278191.22095297,121371203.8207887,126277760.15795484
617,126168545.76250039,121289080.20524739,126168969.55450681
618,126060269.7111686,121211100.4450043,126061788.81915452
619,125953380.05308235,121137273.73070136,125956330.713582
620,125848348.84440026,121068064.04277632,125852294.15991537
621,125746110.56612162,121004397.50552325,125750870.90885802
622,125646236.98552087,120945837.24774548,125651432.33144934
623,125548753.5425284,120892399.78832312,125554557.7673617
624,125454607.7984037,120845023.48404233,125461152.13266477
625,125363833.99355413,120803733.08654329,125370325.58075386
626,125276930.4241744,120769017.11806329,125283572.00512786
627,125193470.30533901,120740438.73361045,125200550.83100045
628,125114888.99830347,120719422.94732644,125121672.96405564
629,125040297.3043505,120705069.9253759,125046979.72361289
630,124970674.15864229,120698347.67882696,124976952.75144725
631,124906067.58565857,120699293.01810454,124912450.60495535
632,124846525.75610983,120707942.60890748,124853053.67371576
633,124793045.93345776,120725281.9177241,124798783.69302782
634,124745209.65068935,120750880.3875941,124750658.28087069
635,124703547.58335188,120785256.31012541,124708664.92265095
636,124668596.6349603,120828933.90987922,124673237.74025616
637,124640419.49543369,120881962.90178089,124643956.85380377
638,124619079.11871788,120944392.96771435,124622173.70932287
639,124605122.22987154,121016757.26257807,124607103.73065352
640,124598616.88186014,121099109.9700476,124599587.7894637
641,124600117.96106316,121191991.80704927,124599732.6918026
642,124609210.65551,121294973.49096139,124607574.55306424
643,124627432.6656321,121409577.94932833,124623979.53279553
644,124653393.77669036,121534399.89124708,124648701.02619137
645,124688641.52330245,121670971.47084862,124682114.81531636
