l,Dl_Planck,Dl_H73_Tension,Dl_TRXT_Fixed
1178,251969665.66516912,235271536.27506936,252190329.4034881
1179,251585524.65828368,234686207.28136402,251803733.59144664
1180,251187925.4447636,234092122.62378123,251404197.29836988
1181,250776767.96257225,233489286.2769156,250992117.38230464
1182,250353604.11230734,232879355.14520094,250567028.78016973
1183,249918339.8503949,232262341.16557634,250129965.89136428
1184,249470879.99151707,231638256.11928898,249680415.53545526
1185,249011128.22931516,231007111.66187328,249217751.39772236
1186,248538987.15718544,230368919.3531235,248743089.73443633
1187,248056025.4582362,229725357.8561272,248256854.934145
1188,247562152.01489723,229076447.0558492,247759820.66106233
1189,247057274.68574986,228422206.84483314,247251151.51328602
1190,246539624.72260487,227760981.5490456,246732082.58352247
1191,246014134.80760884,227097817.97364244,246202612.80084878
1192,245477364.27741313,226429390.63568825,245662740.62438202
1193,244930901.16310796,225757403.81252992,245112464.0668277
1194,244376343.86427903,225083573.2241779,244552030.88346457
1195,243811921.77601984,224406246.66852677,243982825.292682
1196,243237544.6583946,223725453.3989053,243404654.77699932
1197,242654816.78236976,223042918.27797085,242816421.35069594
1198,242065352.9120498,222360377.76778036,242220924.6463319
1199,241467376.27782252,221676177.91063854,241616673.8135694
1200,240860801.85591346,220990357.61621764,241003764.0044545
1201,240247250.50578928,220304634.26699153,240383760.72665745
1202,239626643.92764464,219618912.6846071,239756675.70394444
1203,238998903.03715262,218933068.4635133,239122520.5098199
1204,238365663.27872416,218248691.73327816,238481267.7989303
1205,237725134.6050554,217563947.14256954,237832943.39282852
1206,237078956.78044903,216880429.16674212,237179233.96779427
1207,236427056.51295593,216198019.2440687,236520175.51180243
1208,235771086.5215587,215518324.8468341,235855787.57609057
1209,235110980.81468573,214841234.7635707,235184513.34712946
1210,234444940.4222122,214164904.83458957,234510920.9530407
1211,233774624.80860043,213490949.3684502,233832369.91547224
1212,233101704.31162545,212820993.5838099,233150075.7689791
1213,232424378.23425743,212153191.70421815,232465724.4623643
1214,231744321.5505491,211489173.66669735,231778109.47281584
1215,231063220.19277006,210830580.4113463,231087023.32997882
1216,230377522.31529903,210173815.147471,230393896.33076346
1217,229690662.45288906,209522267.5138529,229700434.07097375
1218,229002586.99410465,208875839.05394688,229005652.38105696
1219,228313241.8841938,208234430.920267,228309241.19822165
1220,227620811.52573496,207596182.7762953,227612516.62931406
1221,226930524.37684637,206966278.3956964,226915817.17870867
1222,226237041.80792603,206339334.51980048,226219027.95605412
1223,225545608.85105735,205720551.6074871,225523248.02923444
1224,224852641.50898167,205106301.1443663,224827656.75557894
1225,224161634.60994065,204500033.49755687,224132780.72701287
1226,223470770.4414998,203899886.54917014,223439051.43812245
1227,222781782.17812997,203307549.12327364,222747469.3088471
1228,222094630.08050174,202722937.1842867,222058530.92940843
1229,221411061.38359958,202147753.72391456,221371061.97434986
1230,220729254.58410338,201580133.04706603,220685317.8665279
1231,220049169.39542305,201019990.7251403,220002892.50583124
1232,219372561.31698465,200469038.16328055,219323420.86555532
1233,218701197.40739658,199928998.37122405,218646997.10365164
1234,218031451.08639783,199396200.76265,217975230.0214049
1235,217366891.08007526,198874170.09751374,217307026.86822796
1236,216705686.7039976,198361031.76201656,216642346.72023478
1237,216049616.65902677,197858520.5609738,215982834.35753247
1238,215398657.97745967,197366569.66023546,215328392.7890913
1239,214752787.80705136,196885112.36671463,214678129.4284386
1240,214111983.4453426,196414082.1584481,214033280.71268064
1241,213478044.6158863,195955234.95628858,213394517.48545498
1242,212850957.83135343,195508513.48221108,212760807.29067805
1243,212228881.7576493,195072032.61837044,212133853.27775407
1244,211613625.7186526,194647557.90652382,211512706.743223
1245,211005177.1402536,194235032.98650247,210898881.49112245
1246,210405360.77705207,193836238.81709522,210291744.66674587
1247,209812333.80066454,193449288.75829908,209692387.72293088
1248,209227927.7433752,193075970.50867695,209101272.93847856
1249,208650294.83887324,192714392.43956974,208519045.12914306
1250,208083122.3110752,192368197.87716636,207944354.5914214
1251,207522714.65562028,192033633.56075743,207377578.1562741
1252,206970916.95245007,191712431.32261395,206820401.7488392
1253,206429586.66848186,191406321.02235124,206273314.5131787
1254,205896872.60621905,191113323.2590195,205734197.46748334
1255,205374639.56996104,190835174.02844927,205205486.2909846
1256,204862898.45277324,190571754.8011611,204685967.7214242
1257,204361660.94490325,190322947.22153178,204177062.6275128
1258,203870939.56597644,190088633.13055488,203678705.3272695
1259,203388872.23206517,189866819.12329447,203190830.27845582
1260,202921099.60700393,189663013.89040828,202713571.68473473
1261,202462010.48959106,189471473.59538695,202248487.44026333
1262,202015380.89296943,189295840.94380453,201795380.55849168
1263,201581236.8914357,189136008.01983458,201352618.6234017
1264,201157715.19039425,188989976.8457513,200921857.1529555
1265,200746728.32170865,188859524.566673,200503092.45208305
1266,200346409.10266727,188742647.89876705,200098032.61021775
1267,199960577.54711807,188643030.0294746,199704874.77085283
1268,199587371.65817067,188558671.3991568,199325529.72316238
1269,199226823.94071403,188489466.20241302,198957928.89283806
1270,198878968.0444661,188435309.01979,198605630.54164034
1271,198543838.7812292,188396094.8235578,198265097.34692898
1272,198223386.52037758,188373633.36158255,197937829.03879756
1273,197915740.08551604,188365912.04223475,197625526.8445135
1274,197620745.83331484,188372635.00134215,197326502.91253442
1275,197340365.8922727,188395621.32893887,197042144.7553099
1276,197074071.32518005,188434198.21958733,196772525.67527583
1277,196821909.66188616,188488268.49287447,196517529.30513796
1278,196583929.69215778,188557735.37387457,196277039.4641983
1279,196360181.47450295,188642502.48945257,196049379.66138703
1280,196150910.1967757,188742667.7162239,195838709.5286402
1281,195956169.38695943,188858136.37857208,195641450.53626022
1282,195776013.86509487,188988814.18769076,195459305.1762775
1283,195610499.7492873,189134607.23458493,195292979.6513622
1284,195459684.46118808,189295421.9824301,195140949.37603614
1285,195323822.10044932,189471360.62778914,195004021.26718596
1286,195202777.94924933,189662135.59178555,194881229.0857794
1287,195096809.347131,189867850.38147873,194774592.34494403
1288,195005783.6087761,190088217.49406514,194683838.92609838
1289,194929764.7439011,190323145.12309456,194608269.34470722
1290,194869211.8760158,190572935.56344393,194547779.84231052
1291,194823799.1142014,190837105.06921017,194502267.0366321
1292,194793594.46931776,191115562.75593257,194472814.934729
1293,194778667.29315263,191408218.02566332,194458895.59521738
1294,194779286.39705414,191715178.67142925,194459538.31494522
1295,194794929.48294353,192035760.29398668,194475660.10755086
1296,194826065.56671166,192370268.71087742,194507667.34774178
1297,194872371.33707893,192718216.300869,194555208.41709813
1298,194934120.4129824,193079711.24684963,194618187.99613398
1299,195010990.06312555,193454264.2408166,194696511.15496868
1300,195103056.37999827,193841783.64327285,194790178.26789293
1301,195210397.0208385,194242193.25772703,194899194.4842838
1302,195332891.21447065,194655277.65252298,195023466.91076118
1303,195470418.54082364,195080836.10527283,195162903.02430278
1304,195622858.74594125,195518667.40211496,195317410.66532397
1305,195790696.23412168,195969174.31607598,195486977.77319688
1306,195973208.4624263,196431551.9877792,195671552.1468933
1307,196170679.93249848,196906001.9034477,195870997.88631603
1308,196382992.95933282,197392322.64984828,196085276.3357961
1309,196610030.0510264,197890312.28021953,196314171.90725338
1310,196851470.8716492,198399565.26332533,196557723.10291916
1311,197107604.10553646,198920284.33394733,196815983.2506263
1312,197378110.13837612,199452063.16019684,197088592.19046262
1313,197662872.30178422,199994697.57434806,197375460.65333313
1314,197961774.14549178,200547982.83132407,197676551.46192533
1315,198274699.44178557,201111713.59948725,197991776.35946113
1316,198601532.1895948,201685683.95113388,198320689.0337919
1317,198942156.61814916,202269687.35262844,198663421.51566973
1318,199296457.19013196,202863516.65410805,199019611.29686975
1319,199664318.6042511,203466964.07869005,199389257.17542523
1320,200045419.64434472,204079615.05830628,199771943.11367553
1321,200439851.01427573,204701466.0554286,200167581.29320323
1322,200847498.1285829,205332307.3406594,200576078.52418458
1323,201267832.45963258,205971514.3269408,200997224.65163976
1324,201700945.42372447,206619081.44284278,201430822.2456971
1325,202146514.4886898,207274588.22747692,201876723.23962566
1326,202604424.1287671,207937820.27282757,202335243.87277982
1327,203074559.04216772,208608562.42892084,202805642.80694118
1328,203556595.4869537,209286390.12745968,203288104.68354136
1329,204050208.67520246,209970876.76390728,203782431.4282234
1330,204555491.33620775,210662012.24877378,204288424.23237592
1331,205072118.44482213,211359367.72421783,204805836.24871987
1332,205599553.9798907,212062302.3109191,205334722.34637007
1333,206138100.49271277,212771012.6651627,205874671.16962463
1334,206687221.0189581,213484854.87956864,206425478.89105728
1335,207246587.0695889,214203392.46302122,206986944.21572167
1336,207816291.36788708,214926609.0669029,207558865.28056327
1337,208395793.51568863,215653854.14073914,208141039.6453941
1338,208985186.098836,216385109.0272682,208733264.2835317
1339,209583926.64324242,217119718.9083339,209335335.57203987
1340,210191682.6217141,217857237.80175093,209947049.28150937
1341,210808545.77318895,218597642.87080386,210568024.53421766
1342,211433969.85304615,219340272.16503733,211198197.9397087
1343,212067832.830082,220084886.80793568,211837396.70340627
1344,212709585.17461473,220830819.27595583,212485080.66278282
1345,213359316.81296703,221578040.3441668,213141123.79963827
1346,214016475.76265523,222325877.71282327,213805200.22573113
1347,214680936.67380702,223074084.54040018,214477052.2574654
1348,215352144.02857643,223821982.6348562,215156468.5145182
1349,216030185.45478278,224569535.75935537,215843085.94325742
1350,216714502.7192898,225316060.6179648,216536485.5976086
1351,217404966.7407649,226061331.15712205,217236535.6850112
1352,218101232.27368593,226805021.4778536,217942943.8511277
1353,218803602.29718885,227547482.93723065,218655148.82135874
1354,219509562.18651864,228286249.1055036,219373057.9370736
1355,220222230.6649904,229024486.71349853,220096338.7872598
1356,220939524.10078862,229760159.94509342,220824484.52108553
1357,221661525.49248007,230493399.41864946,221557315.01588306
1358,222388318.58277532,231224336.2969351,222294448.49394873
1359,223117802.72746038,231950917.15246356,223035599.2728989
1360,223850053.4103947,232673264.4791424,223780402.91328222
1361,224585146.74566272,233391501.19132242,224528325.6658111
1362,225325354.1966948,234107945.34006298,225279145.35760978
1363,226066366.75811955,234818334.29237708,226032523.08046862
1364,226810453.76967186,235524983.542782,226788010.4401107
1365,227557693.53967607,236228017.33467487,227545174.2475596
